text,label
public health agency warns of rising malaria cases in Indonesia,Disease_Outbreak
Public health teams respond to suspected typhoid outbreak in India,Disease_Outbreak
Pfizer receives approval for new therapy targeting diabetes,Pharma_Drug
Government announces new health insurance policy after expert review,Health_Policy
Lawmakers debate reforms to strengthen disease surveillance programs,Health_Policy
Biotech company expands production of medication used for asthma,Pharma_Drug
Lawmakers debate reforms to strengthen hospital funding programs,Health_Policy
New research explores AI tools for detecting Alzheimer's disease earlier,Medical_Research
Drugmaker announces late-stage trial success for tuberculosis medicine,Pharma_Drug
Officials expand surveillance as malaria infections increase across Brazil,Disease_Outbreak
Lawmakers debate reforms to strengthen disease surveillance programs,Health_Policy
Researchers report promising findings in asthma treatment study,Medical_Research
Public health teams respond to suspected typhoid outbreak in Peru,Disease_Outbreak
Lawmakers debate reforms to strengthen disease surveillance programs,Health_Policy
Researchers report promising findings in tuberculosis treatment study,Medical_Research
Officials expand surveillance as bird flu infections increase across Vietnam,Disease_Outbreak
Lawmakers debate reforms to strengthen mental health programs,Health_Policy
Researchers report promising findings in cancer treatment study,Medical_Research
Biotech company expands production of medication used for asthma,Pharma_Drug
Public health teams respond to suspected mpox outbreak in Thailand,Disease_Outbreak
Health ministry unveils updated framework for disease surveillance,Health_Policy
Researchers report promising findings in heart disease treatment study,Medical_Research
Lawmakers debate reforms to strengthen health insurance programs,Health_Policy
Pfizer receives approval for new therapy targeting tuberculosis,Pharma_Drug
Hospitals report pressure from growing dengue admissions in Vietnam,Disease_Outbreak
Regulators review promising pharmaceutical treatment for heart disease,Pharma_Drug
Clinical trial shows encouraging results for patients with cancer,Medical_Research
Drugmaker announces late-stage trial success for tuberculosis medicine,Pharma_Drug
Officials expand surveillance as malaria infections increase across Indonesia,Disease_Outbreak
Public health teams respond to suspected zika outbreak in India,Disease_Outbreak
Scientists identify biomarker linked to Alzheimer's disease progression,Medical_Research
Health ministry unveils updated framework for health insurance,Health_Policy
Officials expand surveillance as mpox infections increase across Peru,Disease_Outbreak
Clinical trial shows encouraging results for patients with tuberculosis,Medical_Research
National strategy focuses on improving health insurance access,Health_Policy
Regulators review promising pharmaceutical treatment for Alzheimer's disease,Pharma_Drug
Public health teams respond to suspected typhoid outbreak in Vietnam,Disease_Outbreak
New research explores AI tools for detecting heart disease earlier,Medical_Research
Public health teams respond to suspected typhoid outbreak in Brazil,Disease_Outbreak
National strategy focuses on improving health insurance access,Health_Policy
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
public health agency warns of rising measles cases in Indonesia,Disease_Outbreak
Researchers report promising findings in diabetes treatment study,Medical_Research
National strategy focuses on improving hospital funding access,Health_Policy
Lawmakers debate reforms to strengthen drug pricing programs,Health_Policy
New research explores AI tools for detecting diabetes earlier,Medical_Research
Clinical trial shows encouraging results for patients with tuberculosis,Medical_Research
National strategy focuses on improving vaccination access,Health_Policy
Researchers report promising findings in heart disease treatment study,Medical_Research
Government announces new vaccination policy after expert review,Health_Policy
National strategy focuses on improving disease surveillance access,Health_Policy
Biotech company expands production of medication used for diabetes,Pharma_Drug
Public health teams respond to suspected zika outbreak in Vietnam,Disease_Outbreak
Hospitals report pressure from growing mpox admissions in Nigeria,Disease_Outbreak
Researchers report promising findings in diabetes treatment study,Medical_Research
Officials expand surveillance as mpox infections increase across Kenya,Disease_Outbreak
Officials expand surveillance as typhoid infections increase across Nigeria,Disease_Outbreak
Government announces new disease surveillance policy after expert review,Health_Policy
Clinical trial shows encouraging results for patients with heart disease,Medical_Research
Drugmaker announces late-stage trial success for Alzheimer's disease medicine,Pharma_Drug
National strategy focuses on improving health insurance access,Health_Policy
Hospitals report pressure from growing typhoid admissions in Nigeria,Disease_Outbreak
WHO warns of rising malaria cases in Vietnam,Disease_Outbreak
Government announces new vaccination policy after expert review,Health_Policy
health ministry warns of rising mpox cases in Thailand,Disease_Outbreak
Clinical trial shows encouraging results for patients with tuberculosis,Medical_Research
Biotech company expands production of medication used for diabetes,Pharma_Drug
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
Clinical trial shows encouraging results for patients with diabetes,Medical_Research
Biotech company expands production of medication used for cancer,Pharma_Drug
Clinical trial shows encouraging results for patients with diabetes,Medical_Research
Lawmakers debate reforms to strengthen vaccination programs,Health_Policy
Researchers report promising findings in Alzheimer's disease treatment study,Medical_Research
Public health teams respond to suspected malaria outbreak in Nigeria,Disease_Outbreak
Government announces new disease surveillance policy after expert review,Health_Policy
National strategy focuses on improving hospital funding access,Health_Policy
Scientists identify biomarker linked to cancer progression,Medical_Research
Roche receives approval for new therapy targeting cancer,Pharma_Drug
Public health teams respond to suspected bird flu outbreak in Thailand,Disease_Outbreak
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
Lawmakers debate reforms to strengthen health insurance programs,Health_Policy
